"G3","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","set"
13,0.276797714592592,0.962986258585938,16,0.849966701241633,0.384593924206742,0.923044038797366,4,4,0.280080303079876,0.934573908487389,0.738803214583784,0.468090027152151,2,3,0,0.335448241614179,0.191650387235683,0.190221044942255,0.725494318534424,0.312271496181821,0.602813876926329,0.456683619208217,0.811006351915897,2,4,3,1,1,5,4,13,13,"train"
12,0.367082825977969,0.303900442001488,15,0.787686040234496,0.320305043787405,0.492206043907577,3,4,0.49578753332841,0.990226953572714,0.175441132318719,0.145989401518553,1,3,0,0.950104980701551,0.353816860502123,0.59802915914451,0.712461972739182,0.195389970301919,0.597735616375913,0.339500228746404,0.360971641702273,4,3,2,1,1,5,2,11,12,"train"
12,0.0778142271585703,0.102878251134932,15,0.843339890290367,0.30381909067984,0.441437588143354,2,2,0.752463115153449,0.355564103051272,0.764951705764718,0.38084762084067,1,1,0,0.941450112452013,0.274749208447902,0.167587772402017,0.760802182619507,0.486206401467376,0.422722995861277,0.886577863225537,0.199859267416511,4,3,1,1,1,2,8,14,13,"train"
10,0.252388151235926,0.247313601728477,16,0.457756560242731,0.858951846375013,0.461933397318568,2,2,0.266593309413066,0.327165913373763,0.535174123681414,0.384831323586851,2,2,0,0.188981463416283,0.384051717385964,0.495452414107953,0.709254513539141,0.870010441673805,0.622501701622625,0.408186323388876,0.753979124014135,3,3,3,1,2,3,16,11,11,"test"
11,0.292674369673387,0.684914034770239,15,0.232159816870108,0.920594916658888,0.440956855690576,4,4,0.860275623129144,0.190428712590224,0.524289044519468,0.957743453450334,1,1,0,0.43235671935578,0.260844570450026,0.856094441527438,0.317813547185581,0.860775133295474,0.423472878569895,0.293004879574744,0.768089595048779,5,4,3,2,4,5,8,10,11,"test"
15,0.255391568141291,0.799794328019107,15,0.236081774984963,0.261825951220421,0.573921377773818,4,4,0.429700107529735,0.937071057350108,0.230852902418797,0.857630887354698,1,2,0,0.492471818442554,0.268969498874328,0.763035398888907,0.685106626812088,0.509316502429866,0.401324638310866,0.727637848107883,0.244757578651959,4,3,3,1,1,5,0,14,15,"train"
10,0.265511719826478,0.895127901025933,15,0.348429194262951,0.355712270663955,0.568099854225802,2,2,0.529256977078483,0.665003961027691,0.159246784257168,0.826051433969196,1,1,0,0.939347709837794,0.418050424661356,0.379980128663079,0.403383936893355,0.286725574191242,0.411484352628973,0.411748422106909,0.230376992974482,5,4,1,1,1,1,0,9,10,"train"
11,0.350282338617647,0.372833300576688,16,0.413502019647825,0.832264522670937,0.361543335062125,2,2,0.279533599689526,0.88977457853943,0.233349401647567,0.800374039510692,2,2,1,0.931778191393837,0.794270636986319,0.51363477691671,0.810622602779881,0.368941958671991,0.305882832077491,0.437614535954091,0.433750378565658,4,3,3,2,2,5,14,10,11,"test"
11,0.400426799530845,0.218456570010308,15,0.57575295516683,0.752670129649292,0.974341813518176,4,3,0.191894258651241,0.208460682625966,0.24486462248194,0.502446895865011,1,2,0,0.922072163754846,0.346492485216808,0.955226465162059,0.727734046942674,0.525307184924092,0.426047085634711,0.404602654710707,0.871351935325705,5,2,2,1,1,5,4,10,11,"train"
13,0.236862306590025,0.352064798629076,16,0.389271160984887,0.786575536309415,0.946097134777061,3,3,0.121370191035601,0.647748188680011,0.551981164311174,0.227572537088146,1,2,0,0.386977838075912,0.351616840194257,0.262157145338712,0.320271363858992,0.455618963384811,0.640509994845043,0.5831510546252,0.222805645132862,2,3,5,1,4,3,6,13,12,"train"
17,0.481338655879854,0.875026738467842,16,0.357535640865081,0.420390152690963,0.405779946832161,4,3,0.969527637730294,0.700680521390403,0.777999680439225,0.166436136134651,1,4,0,0.461802431548724,0.772662066071811,0.571676361573032,0.801600826132613,0.301256562385496,0.457032927810134,0.0125604293564085,0.290622160611632,4,2,2,1,1,2,2,17,17,"test"
13,0.503320026127778,0.788181199957147,15,0.382982053265804,0.19835085182174,0.140650431008144,4,2,0.880323971168454,0.152128358474173,0.579915969593205,0.172468821790852,1,2,0,0.250939382044258,0.471951262645113,0.456145510073114,0.267454113469875,0.451813746982906,0.318533030987088,0.939445628535377,0.569665538181504,4,3,3,2,2,5,4,11,12,"test"
12,0.296173041141519,0.286167597193734,15,0.291205608663124,0.367354935798791,0.391351970201806,4,4,0.477242986528929,0.93453029631695,0.932172177701716,0.801809724047059,1,2,0,0.939183658283635,0.413859259590449,0.557680130563032,0.746082406646281,0.829922790628151,0.638911252249023,0.635250012526149,0.223966642240158,4,4,4,1,1,3,2,13,12,"train"
13,0.404299343687032,0.180339713431469,16,0.354585736089535,0.904112179269233,0.438636037184106,2,2,0.465595657693364,0.740893960728963,0.332865866772014,0.239119872045917,3,2,0,0.548684896803569,0.180597283656,0.302572769926546,0.168565217785277,0.340481938660847,0.354295843292867,0.390853081888926,0.328016834354549,4,3,3,2,3,4,0,14,13,"train"
16,0.364503595948803,0.30275681655153,15,0.400317655769811,0.866589982951597,0.403329677967771,4,2,0.948258637591045,0.201691616570793,0.934327200148882,0.130154145531687,1,2,0,0.326000921029729,0.502341809127696,0.619076733714285,0.350170425952457,0.492642737402186,0.586226309992497,0.238990349746806,0.305444687920035,4,3,3,1,1,5,0,16,14,"train"
9,0.229632189213255,0.784472353533552,15,0.430152386472475,0.913924645450811,0.932319408120303,4,2,0.962877682194549,0.975569390708108,0.951467309665731,0.817169503940454,2,1,0,0.540720930304575,0.868847700405383,0.405880529612505,0.222764389192755,0.630173676660764,0.488667618269737,0.873435714928783,0.183464799258111,5,5,5,3,4,5,4,10,9,"test"
12,0.274030451024681,0.362578065769108,15,0.307213053142218,0.427889485567267,0.367747520352912,4,4,0.524551960829037,0.656794789152617,0.168605532096763,0.502415123897694,1,1,0,0.929373151491401,0.239882859728254,0.454079677810698,0.253984276956016,0.529806678530809,0.345301029568086,0.254887872131366,0.367497935422,3,3,4,2,3,5,0,13,12,"train"
13,0.254881611667683,0.240656570995679,15,0.0631252286968047,0.898392617770569,0.939988011293905,3,3,0.0730152643698437,0.298829721649116,0.982816021075358,0.245254140184104,1,1,0,0.39835720281194,0.876271371600493,0.478690049107404,0.173688486429074,0.343284234838159,0.451977105563102,0.141166959862813,0.509116715249218,5,3,4,4,4,1,0,13,12,"train"
12,0.251256247253621,0.337244604421108,16,0.364009323532005,0.437653026607588,0.920445317200546,2,1,0.132232157149796,0.203320931638811,0.931385689878655,0.633220249881926,1,2,0,0.48843866215751,0.806862344387701,0.427047945141069,0.783827348079993,0.615276433446819,0.51983758853438,0.432009725831568,0.855065033863386,5,3,4,1,1,2,2,12,13,"train"
15,0.264393426626386,0.119911011045457,15,0.336384177089757,0.228715198721114,0.943600555146008,4,3,0.510893988529138,0.693482185906549,0.772003528786639,0.34820148684847,1,2,0,0.46345881445042,0.383650184014513,0.876099610339343,0.821240785642948,0.427646217634353,0.73091369294665,0.585018709930528,0.480693608231261,4,3,2,1,1,1,0,15,14,"test"
16,0.226575356065391,0.886037842820466,15,0.488107883480084,0.284097203158007,0.345520559077316,4,4,0.889750597993083,0.976767864454363,0.772935511055887,0.329907878967565,1,2,0,0.617324414226848,0.148563885252966,0.349761749123356,0.608082997907956,0.329092737843555,0.423882965968488,0.899131308636712,0.207174014970459,3,2,2,1,1,5,8,15,15,"test"
14,0.358183885101753,0.66624264450389,15,0.347536148296352,0.885551541722611,0.26697081586479,1,2,0.19954605763287,0.877988002416135,0.51444837476894,0.797400461310256,1,2,0,0.924184805713637,0.326052922151668,0.431091912955961,0.681992204503004,0.434858379107343,0.588090337586974,0.362867217911571,0.288897736008445,4,3,2,1,1,5,0,14,13,"test"
16,0.383345366966197,0.202407165349646,16,0.145123717257858,0.533885399208326,0.16154205439737,4,2,0.502834435000227,0.242720457676567,0.233233954460191,0.293083196512619,1,2,0,0.38990309260079,0.370844406463664,0.984944829244081,0.16182354345694,0.414895006487711,0.162382043479677,0.445955525948271,0.308579751585483,4,2,3,1,1,5,2,16,15,"train"
16,0.426561543042915,0.336318301883011,16,0.833238322487265,0.351301014173587,0.410077276713575,4,4,0.961205385593277,0.944490462648997,0.964453206327555,0.302603609828837,1,2,0,0.390610048894455,0.307869300521801,0.434241527391341,0.869306091168002,0.393975602416719,0.428110147580764,0.930733647293434,0.0724540518984853,2,4,4,2,3,4,0,17,16,"train"
16,0.493846032260817,0.212661607536312,16,0.265026892804151,0.570272000115688,0.595010360022756,1,1,0.503219295541105,0.669287127114919,0.25615569319909,0.764616774297148,4,1,0,0.920303247592711,0.308379738832272,0.285353375729537,0.758446624111352,0.926351134141154,0.395385376582797,0.242350976868687,0.809957779258699,5,5,5,5,5,5,0,10,10,"test"
10,0.220552224263897,0.384336005541541,16,0.133382076726651,0.89305818202729,0.209988790203814,1,2,0.213942387290998,0.797000826159747,0.823801013385611,0.864727706503213,1,2,0,0.961328818127146,0.759419951527839,0.662588164344508,0.688430040032977,0.243007067551837,0.462507144494855,0.342899191273649,0.421289325260867,4,4,3,1,1,1,0,13,13,"train"
13,0.459919405901138,0.289822786568196,16,0.377446960330809,0.354100541043725,0.237329743214204,4,3,0.86322820175433,0.975240036480579,0.643013680055172,0.559757227480966,1,3,0,0.938983149541942,0.378044061705819,0.303188501980914,0.737938359567134,0.0145708143953515,0.274772941169166,0.244340394952531,0.289404797370773,3,4,4,2,4,4,0,14,13,"train"
12,0.334811774698033,0.225235857347921,15,0.225495186827197,0.827869438580778,0.176276504469469,4,3,0.482972246884085,0.729028282060686,0.746997935411023,0.792375753124535,1,2,0,0.954378949069949,0.830547201599186,0.488722852150885,0.913136840486611,0.414563069911471,0.33853425704211,0.405973463688433,0.807581993468237,4,4,4,2,4,2,0,13,12,"test"
16,0.429977862878206,0.212139347745516,16,0.298092213304076,0.947874534916749,0.385835106107995,4,3,0.839268288106776,0.763262521385344,0.252465030131157,0.268192696914759,3,2,0,0.372744377472408,0.440419017072969,0.320363441209318,0.723853681976218,0.310074209933546,0.713061823793918,0.607829962752556,0.339075272507632,5,4,3,1,2,1,2,16,15,"train"
12,0.572075870756551,0.743518269065783,15,0.244575063880093,0.50721445695579,0.933701774192653,4,4,0.149470238507576,0.724592606572331,0.797156378055927,0.503411454180437,1,4,0,0.296773898132879,0.316834910442169,0.604661322916977,0.657546397823833,0.91918905686936,0.405795265443854,0.547053041638131,0.755963167842612,1,3,3,5,5,3,0,11,12,"train"
10,0.42020114274514,0.229803917806288,16,0.267258871426831,0.217721892457834,0.407611363338872,3,1,0.487602673512147,0.346673394580399,0.177355751025,0.258530651433575,1,4,0,0.928965253999403,0.339364299037391,0.345607042386066,0.0795818629903403,0.273087376894605,0.688511595682111,0.327955218947026,0.336861879813124,4,3,3,1,2,5,0,10,9,"train"
11,0.339745980417185,0.211229500580767,15,0.920726516074754,0.879261784176139,0.516933069324911,2,2,0.950120455522251,0.7799795959242,0.879784718823101,0.516434263841468,2,2,0,0.966330926444713,0.251073058831869,0.659357050844156,0.180625524229729,0.1359930603357,0.452632849027493,0.232750914116516,0.345674752593285,4,1,3,1,3,4,0,11,10,"train"
15,0.160654244434905,0.397723093211227,15,0.837537526466362,0.77917008598452,0.545531603992384,3,1,0.2996073642888,0.312726655593895,0.77795286776437,0.819132332302095,2,4,0,0.468800050940545,0.228837520558162,0.311668476600959,0.224089854057698,0.936114620650796,0.284185366435079,0.410002400785094,0.429217876936315,4,4,2,2,3,3,6,15,15,"train"
11,0.221789276435255,0.850389388498677,16,0.388816696179065,0.222707045557594,0.566919045117309,3,1,0.167929265713149,0.284209916061796,0.795653426736956,0.839223910215208,2,4,0,0.651687661124769,0.451923481212725,0.569770727175395,0.283364103148797,0.603648536743154,0.586175853693377,0.380224696620085,0.0790155201186626,4,3,2,1,1,5,2,13,11,"train"
10,0.275185794645933,0.668518743060072,15,0.209042125962442,0.28169895221995,0.390056472058345,4,2,0.305200110643306,0.238376910526705,0.271279890283846,0.130488680335151,1,4,0,0.451407978122533,0.81803327227958,0.660333555508581,0.291446979937092,0.290133541007407,0.298615031761046,0.44209061812281,0.257132707243447,3,3,3,1,1,3,0,11,9,"train"
11,0.425503025266825,0.273450723213152,15,0.832883612828769,0.49346485302827,0.308301630831167,1,1,0.140088835262678,0.239596636361316,0.757999337237817,0.293648424381638,1,2,0,0.956265603157445,0.185500237147561,0.382713912818954,0.16390666259861,0.908885289292226,0.614770665565229,0.198252152947609,0.755121372450474,3,3,4,2,4,5,2,13,11,"test"
14,0.340874164744459,0.728188223739005,16,0.439212914539572,0.455707523980587,0.254799081131064,3,1,0.203525164360006,0.299681949806304,0.770035447679741,0.185061775862409,1,1,0,0.290088314925921,0.743807103420883,0.768770293258906,0.810448798743034,0.449664628391855,0.465708382870609,0.896632791297785,0.312005509231121,5,3,2,2,2,5,0,13,13,"train"
11,0.331796069723429,0.357445635059434,16,0.339803253731312,0.300471585179535,0.632576685251443,3,3,0.219852542061062,0.707986470425621,0.525070452051045,0.194774694672456,1,2,0,0.936552915665895,0.330505232736604,0.586301594231438,0.864292692366209,0.389914812055299,0.748261321816412,0.460630344961983,0.11262526799386,4,3,3,2,4,5,4,11,11,"train"
11,0.325348300069814,0.852906740737165,15,0.369096439620606,0.303068666061474,0.45149781050341,4,3,0.886285059920721,0.362154367256545,0.62881241997735,0.317004427848826,1,2,0,0.420386734159192,0.595595026214647,0.399252192489814,0.793672334057983,0.237098038111404,0.419182737746594,0.601478068439222,0.242876433241661,4,3,3,2,3,5,0,11,11,"train"
11,0.423192407788905,0.705566832346478,15,0.230200606134888,0.394440594766283,0.367736093834058,4,0,0.921273457937705,0.408360698970169,0.170614207291597,0.172870772790697,2,4,0,0.465418331930535,0.844177211357317,0.284569886250512,0.754023429059634,0.509225237352626,0.335040736808028,0.435110201911627,0.237641498907538,3,4,3,1,1,1,0,12,11,"train"
13,0.443002185437923,0.290489650484721,16,0.26615449590191,0.129473358863732,0.328538656893394,2,2,0.119952527338841,0.343163971550209,0.760911395240076,0.333009310581443,1,4,0,0.653027663805422,0.731351672217782,0.432818178184852,0.285513451043022,0.522562082280467,0.682781760177657,0.323244144387236,0.747406304452045,5,2,3,1,3,3,1,13,13,"test"
10,0.353506660343173,0.78414879630473,17,0.246614332602615,0.396617832631944,0.423799576375968,2,1,0.194075044368017,0.155390438072795,0.560999009781112,0.286895162769559,2,1,3,0.955464273412053,0.257373469693369,0.307509789933368,0.692876101827113,0.558001210718774,0.926226783264234,0.42920678155673,0.254776363387573,4,5,1,1,1,3,0,9,9,"test"
